iter	RMSE
182	33.70602689
183	33.6872679
184	33.66873076
185	33.65039459
186	33.62970388
187	33.61050905
188	33.59205985
189	33.57447477
190	33.55710859
191	33.53975335
192	33.52214315
193	33.50606636
194	33.48812069
195	33.47113888
196	33.45452599
197	33.4363178
198	33.42037873
199	33.40404663
200	33.38798528
201	33.37100167
202	33.35574779
203	33.34006121
204	33.32538075
205	33.31005285
206	33.29379707
207	33.27831105
208	33.26279045
209	33.2495894
210	33.23549451
211	33.22138669
212	33.20754294
213	33.19436229
214	33.18106622
215	33.16691121
216	33.15228579
217	33.13866115
218	33.12440118
219	33.11233922
220	33.09975144
221	33.08647526
222	33.07396041
223	33.06018928
224	33.04843938
225	33.03649822
226	33.02354022
227	33.01085767
228	32.99889639
229	32.98589989
230	32.97383468
231	32.96192676
232	32.95104619
233	32.93906528
234	32.92700146
235	32.91620813
236	32.90540748
237	32.89334841
238	32.88274975
239	32.87183652
240	32.86129357
241	32.85085576
242	32.83909646
243	32.82823227
244	32.81734066
245	32.80733047
246	32.7972043
247	32.78760376
248	32.77786217
249	32.76821425
250	32.75775801
251	32.74794208
252	32.73809771
253	32.72795573
254	32.71770938
255	32.70929614
256	32.7006396
257	32.69084303
258	32.6818183
259	32.67292983
260	32.66393021
261	32.65402342
262	32.64489817
263	32.63600832
264	32.62681473
265	32.61835909
266	32.60939029
267	32.60061902
268	32.5918078
269	32.58359765
270	32.5751042
271	32.5674606
272	32.55930835
273	32.55132791
274	32.54254669
275	32.53502427
276	32.52705228
277	32.51990003
278	32.51184708
279	32.50403822
280	32.4959749
281	32.48828266
282	32.48150578
283	32.47450456
284	32.46790981
285	32.460034
286	32.45312734
287	32.44565272
288	32.43796993
289	32.43196429
290	32.42510693
291	32.4177431
292	32.4103183
293	32.40329142
294	32.39679874
295	32.38950784
296	32.38309733
297	32.37643924
298	32.37031657
299	32.36328143
300	32.35769822
301	32.35160807
302	32.34503397
303	32.33881897
304	32.33266358
305	32.32644574
306	32.32024757
307	32.31377942
308	32.30728664
309	32.30159561
310	32.29550355
311	32.28918514
312	32.28366132
313	32.27751651
314	32.27215352
315	32.26647206
316	32.2605058
317	32.2541774
318	32.2490282
319	32.24346829
320	32.23815502
321	32.23228806
322	32.22666571
323	32.21969287
324	32.21322179
325	32.20799041
326	32.20247348
327	32.1973919
328	32.19162429
329	32.18605287
330	32.18101856
331	32.17477222
332	32.1700505
333	32.16484188
334	32.15961119
335	32.15370708
336	32.14767828
337	32.13969304
338	32.13500027
339	32.12968446
340	32.12179449
341	32.11660554
342	32.11137727
343	32.10648404
344	32.10055387
345	32.0949814
346	32.08986851
347	32.08567422
348	32.07882264
349	32.07449993
350	32.06925703
351	32.0645012
352	32.05985093
353	32.05417442
354	32.04980331
355	32.04500079
356	32.04054504
357	32.03581726
358	32.03105169
359	32.02619876
360	32.02096434
361	32.01633926
362	32.01263251
363	32.00638065
364	32.00253262
365	31.99896602
366	31.99429093
367	31.98865025
368	31.98360169
369	31.97878776
370	31.9750368
371	31.97057921
372	31.96681851
373	31.96282912
374	31.9592571
375	31.9556822
376	31.95177333
377	31.9470892
378	31.94277735
379	31.9389667
380	31.93468739
381	31.93063786
382	31.92674563
383	31.92353452
384	31.91853781
385	31.91462749
386	31.91095492
387	31.90672631
388	31.90339018
389	31.89831565
390	31.89374924
391	31.88994771
392	31.88567685
393	31.88184989
394	31.87835056
395	31.87416125
396	31.87058306
397	31.86698045
398	31.86231419
399	31.85695118
400	31.8537365
401	31.84934341
402	31.84556993
403	31.84229146
404	31.83868762
405	31.83523895
406	31.83160806
407	31.82724628
408	31.82359146
409	31.82031256
410	31.81574881
411	31.81248195
412	31.80907297
413	31.80383847
414	31.80033366
415	31.79718718
416	31.79400298
417	31.78854177
418	31.78427109
419	31.78096606
420	31.77745647
421	31.77447976
422	31.77079878
423	31.76758065
424	31.76432467
425	31.76033328
426	31.75727637
427	31.75397391
428	31.75023338
429	31.74713217
430	31.74364305
431	31.73975864
432	31.7361293
433	31.73334995
434	31.72949277
435	31.72632387
436	31.72284046
437	31.71872362
438	31.71373348
439	31.70996689
440	31.7062004
441	31.70237511
442	31.69839209
443	31.69425062
444	31.69122896
445	31.68762836
446	31.68396241
447	31.67975424
448	31.67589593
449	31.67269397
450	31.66868588
451	31.6642802
452	31.66129367
453	31.65770028
454	31.65426368
455	31.65097176
456	31.64796653
457	31.64497982
458	31.64174452
459	31.63722528
460	31.63312894
461	31.62949437
462	31.62689557
463	31.62305887
464	31.6189221
465	31.61501216
466	31.61201704
467	31.60880739
468	31.6053709
469	31.60269146
470	31.5995422
471	31.59643761
472	31.59380045
473	31.59097124
474	31.58749887
475	31.58429057
476	31.58162194
477	31.57808855
478	31.57416752
479	31.57098341
480	31.5683081
481	31.56547539
482	31.56255346
483	31.55907861
484	31.55600335
485	31.55345076
486	31.55104008
487	31.54837374
488	31.54457774
489	31.54154505
490	31.53800104
491	31.53587837
492	31.53277246
493	31.53028168
494	31.52742566
495	31.52471583
496	31.52199506
497	31.51888553
498	31.51632896
499	31.51287668
500	31.51039829
501	31.50721287
502	31.50429878
503	31.50147203
504	31.49680485
505	31.49387369
506	31.49192706
507	31.48824456
508	31.48537662
509	31.48260686
510	31.48012403
511	31.47700553
512	31.47486473
513	31.47050086
514	31.46773735
515	31.46461374
516	31.46164422
517	31.45866724
518	31.45610395
519	31.45210823
520	31.4498477
521	31.44568797
522	31.44269797
523	31.44032265
524	31.43757737
525	31.43529863
526	31.43220883
527	31.42930662
528	31.42702782
529	31.42467186
530	31.42244647
531	31.41894965
532	31.41671703
533	31.41468841
534	31.41170456
535	31.40981712
536	31.40731693
537	31.4010334
538	31.39874306
539	31.39668247
540	31.39394117
541	31.39209711
542	31.38964259
543	31.38713015
544	31.38462277
545	31.38250438
546	31.37973917
547	31.37761822
548	31.37542343
549	31.3729508
550	31.37057647
551	31.36726992
552	31.36518927
553	31.36301456
554	31.36069531
555	31.35814958
556	31.3556184
557	31.35336224
558	31.3511969
559	31.34926907
560	31.34707307
561	31.34449616
562	31.34221177
563	31.33984934
564	31.33845457
565	31.33663593
566	31.33421551
567	31.33093376
568	31.32802626
569	31.3265402
570	31.3243066
571	31.32204778
572	31.32085749
573	31.31835895
574	31.3166716
575	31.31418172
576	31.31211419
577	31.31029117
578	31.3077027
579	31.30558592
580	31.30383917
581	31.30103038
582	31.29854452
583	31.29586574
584	31.29383531
585	31.29199047
586	31.29003479
587	31.28701752
588	31.28473421
589	31.28205889
590	31.27983478
591	31.27691145
592	31.27523454
593	31.27368626
594	31.27145277
595	31.26974557
596	31.2678796
597	31.26583717
598	31.26401301
599	31.26050274
600	31.25880861
601	31.25716436
602	31.25549255
603	31.25397645
604	31.2503246
605	31.24778682
606	31.24571666
607	31.24360788
608	31.24196508
609	31.23969521
610	31.23656988
611	31.23405787
612	31.23200379
613	31.23056037
614	31.22863451
615	31.22540139
616	31.22355782
617	31.22170588
618	31.2195957
619	31.21549851
620	31.21215495
621	31.20849844
622	31.20601287
623	31.20275087
624	31.20105033
625	31.19923721
626	31.19742313
627	31.19419215
628	31.19235313
629	31.19077616
630	31.18902328
631	31.18521875
632	31.18302463
633	31.18056523
634	31.17829799
635	31.17628746
636	31.17343129
637	31.17146369
638	31.16927137
639	31.16732236
640	31.1655991
641	31.16398312
642	31.1625827
643	31.16097519
644	31.15778411
645	31.15587083
646	31.15343206
647	31.15161092
648	31.14925619
649	31.14713506
650	31.14333932
651	31.13968385
652	31.13843486
653	31.13672139
654	31.13460516
655	31.13208372
656	31.13041877
657	31.12888578
658	31.12705712
659	31.12354162
660	31.12152654
661	31.11996649
662	31.11632889
663	31.11430486
664	31.11207376
665	31.11031484
666	31.10822092
667	31.10565678
668	31.10394159
669	31.10265978
670	31.10094182
671	31.09874171
672	31.09656616
673	31.09460151
674	31.09281546
675	31.0912415
676	31.08614651
677	31.08205057
678	31.0806204
679	31.0787218
680	31.07694942
681	31.07448109
682	31.07265655
683	31.06992373
684	31.06635371
685	31.06468297
686	31.06319838
687	31.06161601
688	31.06012635
689	31.05881849
690	31.0563349
691	31.05512333
692	31.05263
693	31.04987903
694	31.04832207
695	31.04741333
696	31.04534222
697	31.04373343
698	31.03997388
699	31.03693177
700	31.0348531
701	31.0319575
702	31.0299106
703	31.02665194
704	31.02536297
705	31.02385112
706	31.02087373
707	31.01998956
708	31.01828333
709	31.01672518
710	31.01291912
711	31.00949335
712	31.00811538
713	31.0062929
714	31.00495676
715	31.00379575
716	31.00267633
717	31.00089755
718	30.99580617
719	30.99420456
720	30.99065229
721	30.98904738
722	30.98765243
723	30.98562168
724	30.98369349
725	30.98207157
726	30.98068507
727	30.97888554
728	30.97689527
729	30.97554875
730	30.97293116
731	30.97198721
732	30.97067189
733	30.96939763
734	30.96819605
735	30.9665215
736	30.96530727
737	30.96280207
738	30.960331
739	30.95932383
740	30.95709614
741	30.9553035
742	30.95250792
743	30.94974738
744	30.94595788
745	30.94419453
746	30.94050872
747	30.93717432
748	30.93622548
749	30.93442062
750	30.93212349
751	30.92987591
752	30.92817707
753	30.92496426
754	30.9231912
755	30.92178067
756	30.91884579
757	30.91755247
758	30.91610607
759	30.91345485
760	30.91011321
761	30.90835188
762	30.90660382
763	30.90430072
764	30.90290013
765	30.90103304
766	30.89900976
767	30.89647281
768	30.89478654
769	30.89278745
770	30.89117517
771	30.88879491
772	30.88757647
773	30.88587207
774	30.88384603
775	30.88265193
776	30.88117198
777	30.87967528
778	30.87810593
779	30.87715879
780	30.87436784
781	30.87121318
782	30.86861649
783	30.8670864
784	30.86571505
785	30.86421377
786	30.86250647
787	30.86072367
788	30.85872544
789	30.85754917
790	30.85556762
791	30.85390799
792	30.85222345
793	30.8478368
794	30.84634522
795	30.84492266
796	30.84258283
797	30.84093939
798	30.83933602
799	30.8363293
800	30.83458746
801	30.83317715
802	30.83187147
803	30.82950581
804	30.82832451
805	30.82700564
806	30.82512487
807	30.82310043
808	30.82151593
809	30.81829666
810	30.81675686
811	30.81407925
812	30.81260066
813	30.80832313
814	30.80677983
815	30.80469692
816	30.80316437
817	30.80221863
818	30.7995215
819	30.79681324
820	30.79417769
821	30.79272532
822	30.7904072
823	30.78880988
824	30.78538121
825	30.78381332
826	30.78214351
827	30.78046815
828	30.77861708
829	30.77741892
830	30.77488863
831	30.7712984
832	30.76802714
833	30.76621182
834	30.76503814
835	30.76373832
836	30.76253995
837	30.76053455
838	30.75928496
839	30.75731602
840	30.75465762
841	30.75320102
842	30.75078261
843	30.74921145
844	30.74748021
845	30.74501485
846	30.74366764
847	30.74110219
848	30.73957413
849	30.73780274
850	30.73644686
851	30.73514924
852	30.73372051
853	30.73248003
854	30.73161394
855	30.7273473
856	30.7258678
857	30.72343785
858	30.72121699
859	30.71994814
860	30.71877547
861	30.71702426
862	30.7159595
863	30.71427303
864	30.71154799
865	30.70742583
866	30.70476977
867	30.70271098
868	30.70147481
869	30.70034272
870	30.69832525
871	30.69727641
872	30.69594656
873	30.69389605
874	30.69130649
875	30.6897092
876	30.68802071
877	30.68687876
878	30.68559346
879	30.68435244
880	30.68312091
881	30.68107108
882	30.67962739
883	30.67585325
884	30.67333904
885	30.67160088
886	30.66857436
887	30.6669279
888	30.66479889
889	30.66291045
890	30.6615552
891	30.6607943
892	30.6594964
893	30.65830983
894	30.65692533
895	30.65579277
896	30.65468127
897	30.65272617
898	30.64940916
899	30.64606259
900	30.64473893
901	30.64346606
902	30.64230957
903	30.64119709
904	30.64019483
905	30.63789505
906	30.63528862
907	30.63404621
908	30.63291459
909	30.63167095
910	30.62978845
911	30.62821882
912	30.62655915
913	30.62340253
914	30.62193508
915	30.62014179
916	30.61817248
917	30.61712081
918	30.61366737
919	30.61126721
920	30.6092353
921	30.60586302
922	30.6031001
923	30.60156238
924	30.59998462
925	30.59860981
926	30.59773236
927	30.59626377
928	30.59371268
929	30.59101289
930	30.58920474
931	30.58803185
932	30.58643735
933	30.58337678
934	30.58191451
935	30.58041248
936	30.5769798
937	30.57553311
938	30.57286605
939	30.57031612
940	30.56867888
941	30.56776231
942	30.56521214
943	30.56403855
944	30.56273919
945	30.56156142
946	30.56083686
947	30.55926604
948	30.55797569
949	30.55699204
950	30.55594903
951	30.55443084
952	30.55234557
953	30.55064002
954	30.54775743
955	30.54641257
956	30.54469688
957	30.54358351
958	30.54238265
959	30.54068356
960	30.53881697
961	30.53738487
962	30.53621845
963	30.53511075
964	30.53274302
965	30.53098385
966	30.52820607
967	30.52673003
968	30.52481565
969	30.52361845
970	30.5223132
971	30.5205898
972	30.51894853
973	30.51581304
974	30.51298148
975	30.50874584
976	30.50711325
977	30.50530521
978	30.50373993
979	30.50185754
980	30.49964521
981	30.49739425
982	30.49541731
983	30.49364715
984	30.49212266
985	30.49112235
986	30.48852361
987	30.48655258
988	30.48541001
989	30.48395837
990	30.4824142
991	30.48098626
992	30.47750097
993	30.4757073
994	30.47306172
995	30.47190345
996	30.47056289
997	30.46894951
998	30.46665634
999	30.46498713
