iter	RMSE
506	17.18891346
507	17.18748036
508	17.18401665
509	17.18208675
510	17.18020062
511	17.17915834
512	17.17773998
513	17.177515
514	17.17746575
515	17.17615732
516	17.17568196
517	17.17537833
518	17.17446551
519	17.17320802
520	17.17035583
521	17.16837705
522	17.16741114
523	17.16592758
524	17.16406394
525	17.16112227
526	17.16021157
527	17.15620385
528	17.15527151
529	17.15380615
530	17.15333013
531	17.15311848
532	17.1483796
533	17.13975399
534	17.13650751
535	17.13268332
536	17.13136086
537	17.13116721
538	17.13011323
539	17.12811126
540	17.12775055
541	17.12527902
542	17.1234265
543	17.12316383
544	17.12080218
545	17.11490064
546	17.11322356
547	17.11180728
548	17.11047146
549	17.10842652
550	17.10770416
551	17.10190993
552	17.0986127
553	17.09502425
554	17.09344676
555	17.09249168
556	17.08363694
557	17.0806294
558	17.07991593
559	17.07984354
560	17.07798175
561	17.07351589
562	17.0697059
563	17.06872948
564	17.06771302
565	17.06105584
566	17.0599671
567	17.05909905
568	17.05749075
569	17.05630563
570	17.05537723
571	17.05497359
572	17.0548118
573	17.05310853
574	17.05293542
575	17.05132387
576	17.0505468
577	17.0496435
578	17.04865846
579	17.0420741
580	17.04000672
581	17.03884064
582	17.03865002
583	17.03694405
584	17.03252439
585	17.03164642
586	17.02921011
587	17.02793972
588	17.02657331
589	17.02448905
590	17.02345338
591	17.02027296
592	17.01889997
593	17.01649469
594	17.01311056
595	17.0110515
596	17.01074354
597	17.0101194
598	17.00883215
599	17.00382747
600	17.00334816
601	17.00017252
602	16.99844005
603	16.99813443
604	16.99789708
605	16.99778295
606	16.99712644
607	16.99616286
608	16.99283521
609	16.99203628
610	16.99203545
611	16.99062228
612	16.9904774
613	16.98694611
614	16.98453569
615	16.97862678
616	16.97780421
617	16.97365555
618	16.97341984
619	16.97341863
620	16.97323961
621	16.97306065
622	16.97063678
623	16.96874901
624	16.96799302
625	16.96720485
626	16.96571892
627	16.96266755
628	16.96069283
629	16.95689956
630	16.95660061
631	16.95651461
632	16.95353653
633	16.95343728
634	16.94834961
635	16.94747008
636	16.94723946
637	16.94434342
638	16.94434268
639	16.94364594
640	16.9424517
641	16.93762829
642	16.93741595
643	16.93065342
644	16.92902416
645	16.92752447
646	16.92545969
647	16.92267448
648	16.92212145
649	16.9209438
650	16.92017387
651	16.91614891
652	16.91613697
653	16.91450429
654	16.91218124
655	16.91030074
656	16.90940773
657	16.90761888
658	16.90651216
659	16.90624661
660	16.90562991
661	16.90219724
662	16.89799287
663	16.89755924
664	16.89545137
665	16.89504322
666	16.89404892
667	16.89188101
668	16.89096381
669	16.88941597
670	16.88708851
671	16.88192104
672	16.88098116
673	16.87902707
674	16.8779455
675	16.87702994
676	16.87676219
677	16.87295289
678	16.86829588
679	16.86657656
680	16.86533204
681	16.86229431
682	16.86107104
683	16.86018409
684	16.85879449
685	16.85467401
686	16.84866268
687	16.84776194
688	16.84670009
689	16.84157747
690	16.84131591
691	16.84129546
692	16.84073314
693	16.83791151
694	16.83764888
695	16.83686923
696	16.83330491
697	16.83196851
698	16.82603622
699	16.81371521
700	16.81282617
701	16.80930782
702	16.80907815
703	16.80628237
704	16.80151992
705	16.80137587
706	16.80116556
707	16.79966757
708	16.79965537
709	16.79757148
710	16.79680363
711	16.79663095
712	16.79523665
713	16.79180845
714	16.78538179
715	16.7827619
716	16.78100273
717	16.77974175
718	16.77594764
719	16.77397685
720	16.77230561
721	16.77085785
722	16.76945055
723	16.76832462
724	16.76788083
725	16.7676698
726	16.76766939
727	16.76684032
728	16.76531422
729	16.76441176
730	16.76336585
731	16.76292235
732	16.76261678
733	16.75961178
734	16.75880474
735	16.75810016
736	16.75732466
737	16.75711346
738	16.75607425
739	16.75604929
740	16.75484576
741	16.75415942
742	16.75183909
743	16.75065036
744	16.74759056
745	16.74539916
746	16.74391641
747	16.74311273
748	16.74296136
749	16.74288229
750	16.74226209
751	16.74173667
752	16.74093191
753	16.74078179
754	16.73825987
755	16.73758914
756	16.73543999
757	16.73506267
758	16.73359633
759	16.73269118
760	16.73142548
761	16.73009671
762	16.72914115
763	16.72798732
764	16.72664135
765	16.7259496
766	16.72548323
767	16.72485805
768	16.72007797
769	16.71839086
770	16.71342979
771	16.71270466
772	16.71084344
773	16.70613009
774	16.70344422
775	16.70253114
776	16.70155786
777	16.70137234
778	16.69938306
779	16.6993539
780	16.69507292
781	16.68722539
782	16.68624828
783	16.6858207
784	16.68391126
785	16.68287383
786	16.68280619
787	16.68096044
788	16.67950921
789	16.67888324
790	16.67835875
791	16.67454282
792	16.67400783
793	16.67308366
794	16.67223202
795	16.6706846
796	16.66906222
797	16.66857829
798	16.66752825
799	16.66637867
800	16.66462749
801	16.66456866
802	16.65786995
803	16.65615438
804	16.65455756
805	16.65136781
806	16.64939572
807	16.64872805
808	16.64804236
809	16.64784413
810	16.64767375
811	16.64665841
812	16.64624554
813	16.64600741
814	16.64432676
815	16.64379044
816	16.64338114
817	16.64262947
818	16.64053545
819	16.63782149
820	16.63756993
821	16.63555345
822	16.63528581
823	16.63137814
824	16.63094224
825	16.63086956
826	16.62987117
827	16.62891128
828	16.62808038
829	16.62783995
830	16.62748572
831	16.62681232
832	16.61963091
833	16.61909018
834	16.61902391
835	16.61772798
836	16.61677327
837	16.61541835
838	16.61334501
839	16.61255821
840	16.61137787
841	16.6096725
842	16.60929427
843	16.60798593
844	16.60590186
845	16.60488573
846	16.598397
847	16.59712693
848	16.59559443
849	16.59427212
850	16.59228976
851	16.59166397
852	16.59164423
853	16.58817439
854	16.58781169
855	16.58673608
856	16.58596047
857	16.58594841
858	16.58555829
859	16.58390837
860	16.58359595
861	16.58254976
862	16.58070587
863	16.5791692
864	16.57811151
865	16.57797906
866	16.57780467
867	16.57726692
868	16.57525186
869	16.57404645
870	16.57355879
871	16.57298783
872	16.57222363
873	16.57217137
874	16.57101609
875	16.57016429
876	16.56945977
877	16.56524553
878	16.56384846
879	16.56211953
880	16.5603342
881	16.55965832
882	16.55299609
883	16.55209054
884	16.55124574
885	16.54964252
886	16.54833497
887	16.54551423
888	16.54411101
889	16.54313677
890	16.54282527
891	16.54274369
892	16.53760315
893	16.53707479
894	16.53612844
895	16.53575353
896	16.53479712
897	16.53380878
898	16.53379323
899	16.53159217
900	16.52994872
901	16.52901709
902	16.52856593
903	16.52434502
904	16.52136673
905	16.51769413
906	16.51644791
907	16.51592503
908	16.51538177
909	16.51525545
910	16.51424919
911	16.51314612
912	16.51312905
913	16.5120321
914	16.51102816
915	16.50694796
916	16.50619914
917	16.50611113
918	16.50501666
919	16.50189898
920	16.50076613
921	16.50008197
922	16.50005465
923	16.4985737
924	16.49726919
925	16.49702151
926	16.49291274
927	16.49269001
928	16.49021685
929	16.48943899
930	16.4880907
931	16.48753061
932	16.48429607
933	16.48361054
934	16.48285046
935	16.48176439
936	16.47849878
937	16.47784929
938	16.47662775
939	16.47660999
940	16.47649981
941	16.47582558
942	16.47553627
943	16.47520429
944	16.47449198
945	16.47037785
946	16.46913768
947	16.46860761
948	16.46630718
949	16.4656326
950	16.46543224
951	16.46415756
952	16.46386132
953	16.46067968
954	16.45800505
955	16.4573332
956	16.45663605
957	16.45555531
958	16.45496495
959	16.45012752
960	16.44988364
961	16.44963437
962	16.44903237
963	16.44379949
964	16.43974024
965	16.43831695
966	16.43797443
967	16.43305762
968	16.43146086
969	16.43020108
970	16.42905869
971	16.42854829
972	16.42810634
973	16.42783219
974	16.42700686
975	16.42635891
976	16.42621414
977	16.42619379
978	16.42555528
979	16.42415658
980	16.42157588
981	16.41963119
982	16.41862309
983	16.4179749
984	16.4152602
985	16.41159088
986	16.41034825
987	16.40758393
988	16.40672604
989	16.40481982
990	16.40243402
991	16.40032278
992	16.40031391
993	16.39930213
994	16.39860258
995	16.39854927
996	16.39797105
997	16.39601861
998	16.39594424
999	16.3906635
